,filename,width,frequency,phase,start_height,end_height,predicted_frequency,mse,mae,me
0,image_293.npy,600,2.085765658783825,3.337530071045681,13.177845864890005,14.68621936076704,2.1107907,0.0006262571,0.02502513,0.02502513
1,image_259.npy,600,2.1917216089136247,4.77282695364346,11.45046240046273,9.663826632651396,2.8464785,0.42870644,0.6547568,0.6547568
2,image_387.npy,600,1.7405070464630727,4.0907275801989735,12.8466376645137,22.582760802786552,1.9323065,0.036787104,0.19179964,0.19179964
3,image_268.npy,600,4.900529201691124,4.424158288634863,16.054765081200536,12.02764467655108,4.9727764,0.005219633,0.07224703,0.07224703
4,image_7.npy,600,1.8963277773026483,3.909585525274744,20.26484783059139,8.638524523920449,1.3959212,0.25040668,0.5004065,-0.5004065
5,image_570.npy,600,3.405609889676498,4.560623457967285,8.258753116505506,22.210833315619247,3.7744713,0.13605876,0.36886144,0.36886144
6,image_372.npy,600,3.3979992133830605,4.07997861768744,8.625194473080471,10.812348746183083,3.9428911,0.2969071,0.54489183,0.54489183
7,image_64.npy,600,2.836608315252574,2.365175195571636,16.36569714917904,14.167782622650233,2.4240756,0.17018332,0.4125328,-0.4125328
8,image_69.npy,600,1.6919275504012274,5.493810798090405,19.27829838202032,22.80905578166153,1.5674464,0.015495569,0.1244812,-0.1244812
9,image_921.npy,600,3.798736191118003,4.658638309154052,21.728087849372628,18.54527667077604,3.564328,0.054947175,0.23440814,-0.23440814
10,image_502.npy,600,4.533724453212179,6.163498207328912,19.592499863992412,15.545334638338796,4.305909,0.051899742,0.22781515,-0.22781515
11,image_896.npy,600,3.418839439250349,2.5673098624559567,22.121800787796246,20.926176815525267,3.3379078,0.0065499344,0.08093166,-0.08093166
12,image_609.npy,600,0.9994036520538352,3.2455336717512693,21.14107482287471,21.611120322325714,0.8561398,0.020524556,0.14326394,-0.14326394
13,image_267.npy,600,0.6753565046461024,1.2825459650973932,17.213502840545917,11.501839215601002,0.50853276,0.027830202,0.16682386,-0.16682386
14,image_133.npy,600,2.908298752636143,5.430717882547664,12.28122707979764,22.331937023779645,2.6601713,0.061567236,0.24812746,-0.24812746
15,image_699.npy,600,3.69526976540364,1.752285526415955,8.494637692656038,22.112234880213084,3.8561711,0.02588923,0.16090131,0.16090131
16,image_26.npy,600,1.040742724933652,5.892127560550506,23.60358375236204,15.52394056066021,0.5343518,0.25643176,0.5063909,-0.5063909
17,image_693.npy,600,2.0610788453274145,0.3956596234546409,17.413413664944013,14.031569082822964,1.5373088,0.274335,0.52377,-0.52377
18,image_15.npy,600,2.20270557998712,2.6544749952381563,8.11497666020487,22.31186903912415,1.3911828,0.65856934,0.81152284,-0.81152284
19,image_949.npy,600,3.964727418798479,2.028975363666026,14.579642496175987,14.354081616886807,4.16372,0.039598107,0.19899273,0.19899273
20,image_499.npy,600,1.2567361864092463,4.65501453743679,18.98413314670961,12.827981541763783,1.1309996,0.01580969,0.1257366,-0.1257366
21,image_511.npy,600,3.4636709629941724,3.5956980992525347,21.96867696459168,15.02048412294538,2.9622946,0.2513783,0.5013764,-0.5013764
22,image_47.npy,600,1.883915713558088,4.148288929078416,11.402312661339076,14.507092985406564,1.6640588,0.04833704,0.21985686,-0.21985686
